PROD_NO,PR_BATCHNO,EXPIRY,T_RATE,PUR_RATE,MRP,RATE,STKKEY,CL_STK,PUR_AC,SGST,CGST,IGST,PUR_DATE,BILL_NO,PUR_VOUNO,PUR_VOUTYP,PUR_VSERIS
   6260,PT24NS0355,05/27,17.5,17.5,39.03,18.45,602,0,,6.0,6.0,0.0,2024-11-04,CC/1009,261,PR1,2425
   6300,432445,07/27,4.6,4.6,18.0,5.58,604,0,,6.0,6.0,0.0,2024-11-04,CC/1009,261,PR1,2425
   6522,CB100,05/25,102.63,102.63,143.69,102.63,605,0,,6.0,6.0,12.0,2024-11-05,21345,262,PR1,2425
   6523,4205C82301,12/25,44.7,40.23,62.59,44.7,606,0,,6.0,6.0,12.0,2024-11-05,AM/27109/24-25,263,PR1,2425
   6524,4SB0522,03/26,230.81,209.83,322.82,253.65,608,0,,6.0,6.0,12.0,2024-11-05,CASH43265,264,PR1,2425
   6525, GMBE27,03/26,71.39,59.49,99.94,71.39,609,0,,6.0,6.0,12.0,2024-11-05,CASH43265,264,PR1,2425
   6375,4HX24,07/25,243.48,231.31,340.87,243.48,610,0,,6.0,6.0,12.0,2024-11-05,CASH43265,264,PR1,2425
   6394,GJ0014,01/26,132.14,132.14,185.0,132.14,611,0,,6.0,6.0,12.0,2024-11-05,CASH43265,264,PR1,2425
   6526,BUB0017,12/25,110.51,110.51,163.0,110.51,612,0,,9.0,9.0,18.0,2024-11-05,CASH59084,265,PR1,2425
   6527,4SA0787,02/26,334.05,334.05,467.67,334.05,613,0,,6.0,6.0,12.0,2024-11-05,CASH59084,265,PR1,2425
   6528,LARGE,00/00,1498.0,1498.0,2995.0,1654.0,614,0,,6.0,6.0,12.0,2024-11-06,C/C11704,266,PR1,2425
   3548,X022712,03/26,2992.0,2992.0,3927.0,3123.0,615,0,,2.5,2.5,0.0,2024-11-06,PCM/9576,267,PR1,2425
   2071,87240025AA,12/25,620.0,620.0,1168.0,720.0,617,0,,6.0,6.0,0.0,2024-11-09,CCB18474,269,PR1,2425
   2812,24030093,03/26,7500.0,7500.0,51810.0,8810.0,618,0,,2.5,2.5,0.0,2024-11-11,PCM/9733,270,PR1,2425
   6267,KN23187,07/26,8.76,8.76,13.08,9.0,619,0,,2.5,2.5,0.0,2024-11-11,CC5497,271,PR1,2425
   1893,0624442F32,06/26,120.54,120.54,1163.0,132.5,620,0,,6.0,6.0,12.0,2024-11-11,CCB18530,272,PR1,2425
   6530,MA24A64,06/25,5.17,5.17,22.5,7.68,621,0,,6.0,6.0,12.0,2024-11-13,CH/3684,273,PR1,2425
   6274,GM9083,03/26,5.75,5.75,10.9,6.6,622,0,,6.0,6.0,0.0,2024-11-13,CH/3682,274,PR1,2425
   6530,MA24A64,06/25,5.17,5.17,22.5,7.68,623,0,,6.0,6.0,12.0,2024-11-13,CH/3682,274,PR1,2425
   6531,24NI0706,06/26,7.2,7.2,36.5,8.0,624,0,,6.0,6.0,12.0,2024-11-13,CC/1041,275,PR1,2425
   6532,SPC240437,02/26,81.43,81.43,114.0,81.43,625,0,,6.0,6.0,12.0,2024-11-13,CASH224697,276,PR1,2425
   6453,GE274013BM,06/27,4.27,4.27,5.98,4.3,628,0,,6.0,6.0,12.0,2024-11-16,CASH232339,279,PR1,2425
   4304,6132124D,03/29,168.0,168.0,1180.0,168.0,635,0,,6.0,6.0,0.0,2024-11-18,CC45084,286,PR1,2425
   6199,V400121,05/27,7200.0,7200.0,40754.2,7200.0,636,0,,6.0,6.0,0.0,2024-11-18,NCC/57390,287,PR1,2425
   1740,N240217A,06/27,780.3,780.3,3321.25,810.0,637,0,,6.0,6.0,0.0,2024-11-18,S/16,288,PR1,2425
   4279,L0342309,11/25,30.0,30.0,108.0,40.0,638,0,,6.0,6.0,0.0,2024-11-18,NCC/46549,289,PR1,2425
   4092,BBZL2404ZA,02/26,890.0,890.0,3236.0,1030.0,639,0,,6.0,6.0,0.0,2024-11-18,PCM/10050,290,PR1,2425
   6537,44001970,10/26,4285.71,4114.28,6000.0,4800.0,640,0,,6.0,6.0,12.0,2024-11-18,CCB18877,291,PR1,2425
   6538,87240217AA,05/26,4500.0,4500.0,11581.0,4800.0,641,0,,6.0,6.0,12.0,2024-11-18,CCB18877,291,PR1,2425
   6504,24B14V483,01/27,250.0,0.0,879.0,350.0,642,0,,6.0,6.0,0.0,2024-11-18,CCB18877,291,PR1,2425
   1740,N240224C,03/27,795.6,795.6,3321.25,798.0,644,0,,6.0,6.0,0.0,2024-11-18,S/20,292,PR1,2425
   1740,N240409B,06/27,795.6,795.6,3321.25,930.0,645,0,,6.0,6.0,0.0,2024-11-18,S/20,292,PR1,2425
   4105,BCII2420XA,05/26,250.0,250.0,396.5,254.46,650,0,,6.0,6.0,0.0,2024-11-21,NCC/60775,296,PR1,2425
   6199,V400121,05/27,7200.0,7200.0,40754.2,7200.0,651,0,,6.0,6.0,0.0,2024-11-21,NCC/60775,296,PR1,2425
   6154,B400493,07/27,1116.07,1116.07,5240.0,1116.07,652,0,,6.0,6.0,0.0,2024-11-21,NCC/60775,296,PR1,2425
   1945,E16KI24008,02/27,2120.0,2120.0,4389.0,2232.14,653,0,,6.0,6.0,0.0,2024-11-21,NCC/60775,296,PR1,2425
   6533,B23731A,01/26,650.0,650.0,1799.0,870.0,654,0,,6.0,6.0,12.0,2024-11-21,2425CCB9184,297,PR1,2425
   6497,1330031,10/25,59.0,59.0,79.3,61.0,655,0,,6.0,6.0,12.0,2024-11-22,2424CCB9201,298,PR1,2425
   6541,OGEI-026,04/26,5.25,5.25,12.87,6.8,657,0,,6.0,6.0,12.0,2024-11-22,S/71118,300,PR1,2425
   6498,1331166,07/25,285.8,285.8,396.4,287.0,658,0,,6.0,6.0,12.0,2024-11-22,2425CCB9205,301,PR1,2425
   6542,FAL100824,09/27,5650.0,5650.0,8892.0,5820.0,659,0,,2.5,2.5,5.0,2024-11-25,A000087,302,PR1,2425
   6542,FAL100824,09/27,5650.0,5650.0,8892.0,5820.0,660,0,,2.5,2.5,5.0,2024-11-25,S/50,303,PR1,2425
   6519,N22AM24063,07/26,91.55,91.55,128.18,103.5,661,0,,6.0,6.0,12.0,2024-11-26,CASH47471,304,PR1,2425
   6533,B23731A,01/26,650.0,650.0,1799.0,870.0,662,0,,6.0,6.0,12.0,2024-11-26,2425CCB9383,305,PR1,2425
   6543,GKF1521A,08/26,404.29,404.29,566.0,445.0,663,0,,6.0,6.0,12.0,2024-11-26,CASH60867,306,PR1,2425
   6542,FAL100824,09/27,5650.0,5650.0,8892.0,5820.0,664,0,,2.5,2.5,5.0,2024-11-26,A000088,307,PR1,2425
   6542,FAL100824,09/27,5650.0,5650.0,8892.0,5820.0,665,0,,2.5,2.5,5.0,2024-11-27,S/51,308,PR1,2425
   6544,04010709,12/25,14.54,14.54,20.35,14.54,667,0,,6.0,6.0,12.0,2024-11-26,CASH47471,304,PR1,2425
   4907,IDTLD1403,05/26,1050.0,1050.0,8800.0,1651.0,668,0,,6.0,6.0,0.0,2024-11-27,PCM/10515,309,PR1,2425
   6545,ADA2303CPB,09/25,510.0,510.0,891.0,535.0,669,0,,6.0,6.0,12.0,2024-11-27,PCM/10515,309,PR1,2425
   6546,ADA2304CPC,09/25,1350.0,1350.0,2673.0,1430.0,671,0,,6.0,6.0,12.0,2024-11-27,PCM/10515,309,PR1,2425
   6199,V400175,07/27,7200.0,7200.0,40754.2,8214.28,672,0,,6.0,6.0,0.0,2024-11-27,NCC/62407,310,PR1,2425
    924,B10924022,08/26,230.0,230.0,438.33,270.0,673,0,,2.5,2.5,0.0,2024-11-27,NCC/62407,310,PR1,2425
   6154,B400493,07/27,1116.07,1116.07,5240.0,1120.0,677,0,,6.0,6.0,0.0,2024-11-28,NCC/62698,313,PR1,2425
   2071,87240287AB,06/26,600.0,600.0,1168.0,720.0,678,0,,6.0,6.0,0.0,2024-11-28,NCC/62698,313,PR1,2425
   6199,V400175,07/27,7200.0,7200.0,40754.2,7200.0,682,0,,6.0,6.0,0.0,2024-11-29,NCC/63004,317,PR1,2425
   4403,APC2322PTB,07/25,900.0,900.0,10450.0,900.0,683,0,,6.0,6.0,0.0,2024-11-29,NCC/63004,317,PR1,2425
   1770,G230083,08/25,275.0,275.0,699.0,295.0,687,0,,6.0,6.0,0.0,2024-11-30,CCB/20194,320,PR1,2425
   6547,OL0809,08/26,1650.0,1650.0,12000.0,2110.58,688,0,,6.0,6.0,12.0,2024-11-30,CCB/20194,320,PR1,2425
   6416,E2401952,06/27,115.2,108.29,161.25,115.2,689,0,,6.0,6.0,12.0,2024-11-30,AM/30590/24-25,321,PR1,2425
   4103,BPAL2412ZB,06/26,1850.0,1850.0,5138.0,2098.22,690,0,,6.0,6.0,0.0,2024-11-30,NCC/63304,322,PR1,2425
   2812,24030093,03/26,7765.0,7765.0,51810.0,8785.71,692,0,,2.5,2.5,0.0,2024-12-02,PCM/10724,324,PR1,2425
   4909,IDTLC1402,04/26,950.0,950.0,7871.0,1160.0,694,0,,6.0,6.0,0.0,2024-12-02,PCM/10757,326,PR1,2425
   1881,ELAF3002,10/26,487.14,487.14,682.0,510.0,696,0,,6.0,6.0,0.0,2024-12-03,PCM/10795,328,PR1,2425
   6548,PR06,02/26,501.78,491.74,675.0,537.71,697,0,,9.0,9.0,18.0,2024-12-03,C/C9557,329,PR1,2425
   6549,K2401546,06/27,90.8,90.8,127.12,90.8,698,0,,6.0,6.0,12.0,2024-12-04,CASH133056,330,PR1,2425
   6199,V400175,07/27,7200.0,7200.0,40754.2,8214.28,699,0,,6.0,6.0,0.0,2024-12-04,NCC/64129,331,PR1,2425
   4646,BDRL2305YD,07/25,190.0,190.0,1275.0,207.14,700,0,,6.0,6.0,0.0,2024-12-04,CCB20506,332,PR1,2425
   1111,BC24314C,08/26,535.71,535.71,8448.72,1339.74,701,0,,6.0,6.0,0.0,2024-12-04,NCC/64269,333,PR1,2425
   3930,394057,10/25,760.0,760.0,2230.0,775.0,703,0,,6.0,6.0,0.0,2024-12-05,2425CCB9738,334,PR1,2425
   3931,1724007,08/25,207.32,207.32,581.5,214.28,704,0,,6.0,6.0,0.0,2024-12-05,2425CCB9738,334,PR1,2425
   4907,IDTLD1403,05/26,1050.0,1050.0,8800.0,1651.0,705,0,,6.0,6.0,0.0,2024-12-05,PCM/10941,335,PR1,2425
   3948,304115,00/00,173.5,173.5,418.0,207.14,706,0,,6.0,6.0,0.0,2024-12-05,2425CCB9741,336,PR1,2425
   3947,30360,02/26,52.0,52.0,121.6,60.0,707,0,,6.0,6.0,0.0,2024-12-05,2425CCB9741,336,PR1,2425
   1770,G230083,08/25,275.0,275.0,699.0,295.0,708,0,,6.0,6.0,0.0,2024-11-09,CCB18474,269,PR1,2425
   5392,24111,02/25,6.8,6.8,13.67,7.0,709,0,,6.0,6.0,12.0,2024-06-26,PCM/4413,22,PR1,2425
   1571,4A00393,06/27,5.8,5.8,13.35,6.0,710,0,,6.0,6.0,0.0,2024-12-07,CH/4027,337,PR1,2425
   6550,MA24A64,06/25,5.17,5.17,22.5,12.0,712,0,,6.0,6.0,12.0,2024-12-07,CH/4027,337,PR1,2425
   3933,1255146,05/25,14.7,14.26,27.9,14.7,713,0,,6.0,6.0,0.0,2024-12-07,CH/4027,337,PR1,2425
   3950,V30815,01/26,35.5,34.44,66.25,36.5,714,0,,6.0,6.0,0.0,2024-12-07,CH/4027,337,PR1,2425
   3986,KP1568095,03/26,7.0,7.0,26.38,8.56,715,0,,6.0,6.0,0.0,2024-12-07,CH/4027,337,PR1,2425
   6551,133,07/25,12.9,12.9,25.0,14.0,716,0,,9.0,9.0,18.0,2024-12-07,CH/4027,337,PR1,2425
   6552,5208,09/27,230.0,230.0,800.0,270.0,717,0,,6.0,6.0,12.0,2024-12-07,C/C13490,338,PR1,2425
   6553,24740036,09/26,15.56,15.56,56.5,25.56,718,0,,6.0,6.0,12.0,2024-12-07,24414,339,PR1,2425
    561,BPH242188,01/27,49.9,24.95,69.87,49.9,719,0,,6.0,6.0,0.0,2024-12-07,24413,340,PR1,2425
   6448,FM9109,05/26,4.78,4.78,6.7,5.0,722,0,,6.0,6.0,0.0,2024-12-07,CH/4029,341,PR1,2425
   2383,05240566,03/26,185.0,185.0,1200.0,225.0,723,0,,6.0,6.0,0.0,2024-12-08,NCC/64960,342,PR1,2425
   4279,L0342309B,11/25,30.0,30.0,108.0,40.0,724,0,,6.0,6.0,0.0,2024-12-08,NCC/64960,342,PR1,2425
   2071,87240133AB,03/26,600.0,600.0,1168.3,630.0,725,0,,6.0,6.0,0.0,2024-12-08,NCC/64960,342,PR1,2425
   4092,BBZL2408ZA,04/26,850.0,850.0,3236.0,1030.0,726,0,,6.0,6.0,0.0,2024-12-08,NCC/64960,342,PR1,2425
   6542,FAL100824,09/27,5660.0,5660.0,8892.0,6444.28,727,0,,2.5,2.5,5.0,2024-12-08,A000095,343,PR1,2425
   6495,82TH575303,07/26,333.33,333.33,699.0,395.0,728,0,,2.5,2.5,5.0,2024-09-27,PCM/7963,201,PR1,2425
   3548,X022712,03/26,2992.0,2992.0,3927.0,2992.0,729,0,,2.5,2.5,0.0,2024-08-16,PCM/6378,103,PR1,2425
   2894,4480185,04/27,130.0,130.0,1299.17,178.0,730,0,,6.0,6.0,0.0,2024-12-08,NCC/64674,344,PR1,2425
   6555,ALK24013SR,03/26,6.8,6.8,11.4,7.2,731,0,,6.0,6.0,12.0,2024-12-10,PCM/11210,345,PR1,2425
   4937,ILCVB1423,07/26,50.0,50.0,358.6,63.25,732,0,,2.5,2.5,0.0,2024-12-10,PCM/11210,345,PR1,2425
   6556,MA24F44,11/25,8.5,8.5,35.0,10.25,733,0,,6.0,6.0,12.0,2024-12-10,PCM/11210,345,PR1,2425
   6199,V400175,07/27,7200.0,7200.0,40754.2,8214.28,734,0,,6.0,6.0,0.0,2024-12-13,NCC/66737,346,PR1,2425
   6199,V400175,07/27,7200.0,7200.0,40754.2,8214.28,735,0,,6.0,6.0,0.0,2024-12-14,NCC/67061,347,PR1,2425
   4907,IDTLD1403,05/26,920.0,920.0,8800.0,1651.0,736,0,,6.0,6.0,0.0,2024-12-14,NCC/67108,348,PR1,2425
   6199,B400565,09/27,7200.0,7200.0,40754.2,8214.28,737,0,,6.0,6.0,0.0,2024-12-16,NCC/67512,349,PR1,2425
   4279,L0342309B,11/25,30.0,30.0,108.0,40.0,738,0,,6.0,6.0,0.0,2024-12-16,NCC/67512,349,PR1,2425
   6545,ADC2306CP,08/25,510.0,510.0,891.0,535.0,739,0,,6.0,6.0,12.0,2024-12-16,PCM/11540,350,PR1,2425
   6546,ADA2304CPC,09/25,1350.0,1350.0,2673.0,1430.0,740,0,,6.0,6.0,12.0,2024-12-16,PCM/11540,350,PR1,2425
   4646,BDRL2401YJ,12/25,190.0,190.0,1403.0,207.14,741,0,,6.0,6.0,0.0,2024-12-17,CCB21634,351,PR1,2425
   6557,160*160,05/26,45.0,45.0,75.0,46.0,742,0,,2.5,2.5,5.0,2024-12-17,2425CCB7981,352,PR1,2425
   6558,S4G002,06/26,15.5,15.5,122.9,22.65,743,0,,6.0,6.0,0.0,2024-12-17,2425CCB7981,352,PR1,2425
    456,M11022403A,12/26,1600.0,1600.0,3290.0,1804.2,744,0,,6.0,6.0,0.0,2024-12-17,NCC/67867,353,PR1,2425
    924,B10924017,05/26,230.0,230.0,438.33,270.0,746,0,,2.5,2.5,0.0,2024-12-17,NCC/67867,353,PR1,2425
    924,B10924017,08/26,230.0,230.0,438.33,270.0,747,0,,2.5,2.5,0.0,2024-12-17,NCC/67867,353,PR1,2425
   1177,OL0762,06/26,1950.0,1950.0,5295.0,2098.21,750,0,,6.0,6.0,0.0,2024-12-18,NCC/68072,354,PR1,2425
   2894,4480195,08/27,130.0,130.0,1299.17,178.0,753,0,,6.0,6.0,0.0,2024-12-18,NCC/68372,355,PR1,2425
    261,B400565,09/27,7200.0,7200.0,40754.2,8214.28,755,0,,6.0,6.0,0.0,2024-12-19,NCC/68502,356,PR1,2425
   4909,IDTLC1402,04/26,950.0,950.0,7871.0,1160.0,756,0,,6.0,6.0,0.0,2024-12-23,PCM/11906,357,PR1,2425
   4908,IDTLA1402,05/26,550.0,550.0,2862.0,551.0,757,0,,6.0,6.0,0.0,2024-12-23,PCM/11906,357,PR1,2425
   6559,OL0560,10/25,25.2,25.2,41.8,35.71,758,0,,2.5,2.5,5.0,2024-12-24,S/90,358,PR1,2425
   6560,OLO742,05/26,35.7,35.7,77.0,40.17,759,0,,2.5,2.5,5.0,2024-12-24,S/90,358,PR1,2425
   6559,OL0560,10/25,25.2,25.2,41.8,35.71,760,0,,2.5,2.5,5.0,2024-12-24,S/90,358,PR1,2425
   6560,OLO742,05/26,35.7,35.7,77.0,40.17,761,0,,2.5,2.5,5.0,2024-12-24,S/90,358,PR1,2425
   6561,V4471469,09/26,15.05,15.05,46.9,19.64,763,0,,2.5,2.5,5.0,2024-12-24,C/C22432,360,PR1,2425
   4937,ILCVB1423,07/26,45.0,45.0,358.6,62.0,765,0,,2.5,2.5,0.0,2024-12-25,PCM/12054,362,PR1,2425
   4937,ILCVB1328,07/26,45.0,45.0,358.6,62.0,766,0,,2.5,2.5,0.0,2024-12-25,PCM/12054,362,PR1,2425
   3619,NN4165A,03/26,250.0,250.0,4050.2,531.0,767,0,,6.0,6.0,0.0,2024-12-26,NCC/70191,363,PR1,2425
   6562,NN4166A,03/26,600.0,600.0,17111.6,1100.0,768,0,,6.0,6.0,12.0,2024-12-26,NCC/70191,363,PR1,2425
    261,B400565,09/27,7200.0,7200.0,40754.2,8214.28,769,0,,6.0,6.0,0.0,2024-12-26,NCC/70191,363,PR1,2425
   6563,OI0778,10/26,1600.0,1600.0,4070.0,1800.0,771,0,,2.5,2.5,5.0,2024-12-26,CCB22335,364,PR1,2425
   6564,OI0754,08/26,3900.0,3900.0,9460.0,4523.0,772,0,,2.5,2.5,5.0,2024-12-26,CCB22335,364,PR1,2425
   2383,05240732,04/26,160.71,160.71,1200.0,225.0,773,0,,6.0,6.0,0.0,2024-12-26,CCB22335,364,PR1,2425
   2812,24030101,08/27,7000.0,7000.0,51810.0,8785.71,774,0,,2.5,2.5,0.0,2024-12-26,NCC/70292,365,PR1,2425
   6565,3GY31,06/25,41.0,41.0,76.0,42.85,776,0,,2.5,2.5,5.0,2024-12-26,CCB22451,366,PR1,2425
    940,BYZ1106,08/25,48.0,48.0,86.7,52.38,779,0,,2.5,2.5,0.0,2024-12-26,CCB22451,366,PR1,2425
   6154,B400494,06/27,1116.07,1116.07,5240.0,1384.0,781,0,,6.0,6.0,0.0,2024-12-26,NCC/69900,367,PR1,2425
   4279,L0342309B,11/25,30.0,30.0,108.0,40.0,782,0,,6.0,6.0,0.0,2024-12-26,NCC/69900,367,PR1,2425
   4092,BBZL2402ZA,01/26,890.0,890.0,3236.28,1030.0,784,0,,6.0,6.0,0.0,2024-12-27,PCM/12187,368,PR1,2425
   4907,IDTLD1403,05/26,920.0,920.0,8800.0,1651.0,785,0,,6.0,6.0,0.0,2024-12-28,NCC/70778,369,PR1,2425
   3837,205068,04/26,170.0,170.0,2238.0,320.0,786,0,,2.5,2.5,0.0,2024-12-28,NCC/70778,369,PR1,2425
   6457,D140477,08/26,29.0,29.0,448.0,38.39,787,0,,6.0,6.0,12.0,2024-12-31,S/67,370,PR1,2425
    261,B400565,09/27,7200.0,7200.0,40754.2,8214.28,790,0,,6.0,6.0,0.0,2024-12-31,NCC/68896,372,PR1,2425
   6262,CDS24294,07/26,18.5,18.5,42.79,19.0,791,0,,6.0,6.0,0.0,2024-12-31,CH/4338,373,PR1,2425
   6567,ALB400724,09/27,5000.0,5000.0,8394.0,5714.29,792,0,,2.5,2.5,5.0,2024-12-31,S/106,374,PR1,2425
   1177,OL0762,06/26,1950.0,1950.0,5295.0,2098.21,794,0,,6.0,6.0,0.0,2024-12-31,NCC/71698,375,PR1,2425
   6562,NN4166A,03/26,600.0,600.0,17111.6,1100.0,796,0,,6.0,6.0,12.0,2024-12-31,NCC/71698,375,PR1,2425
   3619,NN4165A,03/26,250.0,250.0,4050.2,531.0,797,0,,6.0,6.0,0.0,2024-12-31,NCC/71698,375,PR1,2425
   2812,24030101,08/27,7000.0,7000.0,51810.0,8785.71,798,0,,2.5,2.5,0.0,2024-12-31,NCC/71698,375,PR1,2425
   4907,IDTLD1403,05/26,1050.0,1050.0,8800.0,1651.0,799,0,,6.0,6.0,0.0,2025-01-01,PCM/12391,376,PR1,2425
   4908,IDTLA1402,05/26,550.0,550.0,2862.0,551.0,800,0,,6.0,6.0,0.0,2025-01-01,PCM/12391,376,PR1,2425
   1793,1176398,12/26,12300.0,12300.0,21000.0,12767.85,801,0,,6.0,6.0,0.0,2025-01-01,NCC/71938,377,PR1,2425
   6555,ALK24013SR,03/26,6.8,6.8,11.4,7.14,802,0,,6.0,6.0,12.0,2025-01-02,PCM/12444,378,PR1,2425
   1178,23HCP10,07/25,51.98,51.98,137.5,62.5,803,0,,2.5,2.5,0.0,2025-01-02,S/113,379,PR1,2425
    235,PPLBA2401A,07/27,220.0,220.0,2718.0,1250.0,804,0,,6.0,6.0,0.0,2025-01-04,S/118,380,PR1,2425
   2711,TE2416A,06/27,6800.0,6800.0,54266.0,8045.0,805,0,,6.0,6.0,0.0,2025-01-04,NCC/72625,381,PR1,2425
   3711,8177856,08/25,550.0,550.0,3428.0,598.21,806,0,,6.0,6.0,0.0,2025-01-04,NCC/72668,382,PR1,2425
    235,PPLBA2401A,07/27,170.0,170.0,2718.0,1250.0,807,0,,6.0,6.0,0.0,2025-01-05,NCC/72956,383,PR1,2425
    261,B400565,09/27,7200.0,7200.0,40754.2,8214.28,808,0,,6.0,6.0,0.0,2025-01-06,NCC/73051,384,PR1,2425
   2383,05240732,04/26,160.71,160.71,1200.0,225.0,809,0,,6.0,6.0,0.0,2025-01-06,CCB23271,385,PR1,2425
   6494,2124115,02/27,4.5,4.5,6.16,4.8,811,0,,6.0,6.0,12.0,2025-01-06,C/C23428,386,PR1,2425
   6199,B400565,09/27,7200.0,7200.0,40754.2,8214.28,813,0,,6.0,6.0,0.0,2025-01-07,NCC/73620,388,PR1,2425
   4907,IDTLD1401,12/25,920.0,920.0,8800.0,1651.0,814,0,,6.0,6.0,0.0,2025-01-07,NCC/73620,388,PR1,2425
   2894,4480195,08/27,130.0,130.0,1299.17,178.0,815,0,,6.0,6.0,0.0,2025-01-07,NCC/73620,388,PR1,2425
   1085,BCPI2423ZC,09/26,470.0,470.0,992.21,535.0,816,0,,6.0,6.0,0.0,2025-01-07,CCB23451,389,PR1,2425
   1086,BCPI2407YE,02/26,1450.0,1450.0,2674.0,1460.0,817,0,,6.0,6.0,0.0,2025-01-07,CCB23451,389,PR1,2425
    235,PPLBA2401A,07/27,210.0,210.0,2718.0,1250.0,818,0,,6.0,6.0,0.0,2025-01-08,S/128,390,PR1,2425
   6568,SIF1788A,07/27,42.14,42.14,59.0,42.14,820,0,,6.0,6.0,12.0,2025-01-09,CASH55884,392,PR1,2425
   6275,MT242411,05/26,141.6,141.6,198.3,141.6,821,0,,6.0,6.0,0.0,2025-01-09,CASH55884,392,PR1,2425
   6491,JBJM2348,11/25,8.5,8.5,29.7,9.82,824,0,,6.0,6.0,12.0,2024-12-24,C/C22432,360,PR1,2425
   6542,FAL100924,10/27,5000.0,5000.0,8892.0,5143.0,826,0,,2.5,2.5,5.0,2025-01-10,CR/SP710,394,PR1,2425
   6542,FAL100924,10/27,5000.0,5000.0,8892.0,5143.0,829,0,,2.5,2.5,5.0,2025-01-11,CR/SP715,397,PR1,2425
   2711,TE2419A,08/27,6800.0,6800.0,54266.0,8045.0,831,0,,6.0,6.0,0.0,2025-01-11,NCC/74723,398,PR1,2425
   2894,4480195,08/27,130.0,130.0,1299.17,178.0,832,0,,6.0,6.0,0.0,2025-01-11,NCC/74723,398,PR1,2425
   3794,1240042,07/26,420.0,420.0,916.8,443.63,833,0,,6.0,6.0,0.0,2025-01-13,NCC/75166,399,PR1,2425
   6295,8623,05/25,8.0,8.0,25.0,8.75,836,0,,6.0,6.0,0.0,2025-01-13,CC/1283,401,PR1,2425
   6570,JD*341,04/27,220.0,220.0,1000.0,225.0,837,0,,6.0,6.0,12.0,2025-01-13,CC/1283,401,PR1,2425
   6260,4C340687,05/27,17.5,17.5,39.0,18.45,838,0,,6.0,6.0,0.0,2025-01-13,CC/1283,401,PR1,2425
   6510,C410,03/26,32.0,32.0,40.0,33.0,840,0,,6.0,6.0,12.0,2025-01-13,CA/47445,402,PR1,2425
   6542,FAL100924,10/27,5000.0,5000.0,8892.0,6444.28,841,0,,2.5,2.5,5.0,2025-01-14,CR/SP716,403,PR1,2425
   2752,AL24011ADP,11/27,4900.0,4900.0,9369.0,5143.0,842,0,,2.5,2.5,0.0,2025-01-14,CR/SP725,404,PR1,2425
   2383,05240732,04/26,220.0,220.0,1200.0,225.0,844,0,,6.0,6.0,0.0,2025-01-14,CR/3432,405,PR1,2425
   2752,AL24011ADP,11/27,4900.0,4900.0,9369.0,5143.0,845,0,,2.5,2.5,0.0,2025-01-15,3435,406,PR1,2425
   1557,4T00170,05/26,19.03,14.27,26.65,19.3,846,0,,6.0,6.0,0.0,2025-01-15,CASH57974,407,PR1,2425
   1570,4SN0678,03/26,17.81,16.47,24.94,18.0,847,0,,6.0,6.0,0.0,2025-01-15,CASH57974,407,PR1,2425
   1945,E16KI24008,02/27,2120.0,2120.0,4389.0,2232.14,848,0,,6.0,6.0,0.0,2025-01-15,NCC/76153,408,PR1,2425
   1178,23HCP10,07/25,49.0,49.0,137.5,50.0,850,0,,2.5,2.5,0.0,2025-01-16,S/167,410,PR1,2425
   2812,24030101,08/27,7000.0,7000.0,51810.0,8785.71,852,0,,2.5,2.5,0.0,2025-01-17,NCC/76586,412,PR1,2425
   4907,IDTLD1403,05/26,1050.0,1050.0,8800.0,1651.0,853,0,,6.0,6.0,0.0,2025-01-20,PCM/13381,413,PR1,2425
   2752,AL24011ADP,11/27,5000.0,5000.0,9369.0,5143.0,854,0,,2.5,2.5,0.0,2025-01-23,S/209,414,PR1,2425
   6572,1042449H,05/26,65.0,65.0,447.31,84.82,855,0,,6.0,6.0,12.0,2025-01-23,A000111,415,PR1,2425
   4123,L0222320B,11/25,46.0,46.0,271.49,84.0,856,0,,2.5,2.5,0.0,2025-01-23,PCM/13587,416,PR1,2425
   3931,1724007,08/25,207.32,207.32,581.5,214.28,857,0,,6.0,6.0,0.0,2025-01-24,2425CCB11845,417,PR1,2425
   3931,392041,09/26,207.32,207.32,581.5,214.28,858,0,,6.0,6.0,0.0,2025-01-24,2425CCB11845,417,PR1,2425
   4907,IDTLD1403,05/26,1050.0,1050.0,8800.0,1651.0,860,0,,6.0,6.0,0.0,2025-01-24,PCM/13656,418,PR1,2425
   4908,IDTLA1402,05/26,550.0,550.0,2862.0,551.0,861,0,,6.0,6.0,0.0,2025-01-24,PCM/13656,418,PR1,2425
   6347,24334,09/27,17.0,17.0,28.25,18.0,862,0,,6.0,6.0,12.0,2025-01-24,PCM/13656,418,PR1,2425
   1178,23HCP10,07/25,49.0,49.0,137.5,50.0,863,0,,2.5,2.5,0.0,2025-01-24,S/211,419,PR1,2425
   6559,OL0560,10/25,25.2,25.2,41.8,35.71,864,0,,2.5,2.5,5.0,2025-01-24,S/211,419,PR1,2425
   1178,23FCP10,07/25,49.0,49.0,137.5,50.0,865,0,,2.5,2.5,0.0,2025-01-24,S/211,419,PR1,2425
   2894,4480195,08/27,135.0,135.0,1299.17,178.0,866,0,,6.0,6.0,0.0,2025-01-24,PCM/13694,420,PR1,2425
   3562,AGD40806,07/26,9.0,9.0,56.5,11.5,868,0,,6.0,6.0,0.0,2025-01-24,CH/4705,421,PR1,2425
